"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","17","15","38","294","24","1.2","0.17","297.556","32.592","952.183","902.59"
"1","17","16","416","201","23","0.9","0.17","365.101","34.395","1177.361","1119.788"
"1","17","17","349","109","22","0.6","0.17","165.852","27.473","490.329","457.101"
"1","17","18","120","27","22","0.4","0.17","20.605","22.713","54.638","36.847"
"1","17","19","0","0","22","0.4","0.17","0","22","0","0"
"1","17","20","0","0","21","0.5","0.17","0","21","0","0"
"1","17","21","0","0","20","0.6","0.17","0","20","0","0"
"1","17","22","0","0","20","0.6","0.17","0","20","0","0"
"1","17","23","0","0","20","0.6","0.17","0","20","0","0"
"1","18","0","0","0","19","0.6","0.17","0","19","0","0"
"1","18","1","0","0","19","0.6","0.17","0","19","0","0"
"1","18","2","0","0","19","0.6","0.17","0","19","0","0"
"1","18","3","0","0","19","0.6","0.17","0","19","0","0"
"1","18","4","0","0","19","0.6","0.17","0","19","0","0"
"1","18","5","0","0","19","0.6","0.17","0","19","0","0"
"1","18","6","240","63","21","0.9","0.17","66.806","22.993","181.963","159.661"
"1","18","7","372","152","23","1","0.17","250.836","30.564","787.77","744.002"
"1","18","8","394","260","24","1","0.17","448.216","37.664","1444.13","1377.105"
"1","18","9","461","311","25","1.1","0.17","622.837","43.466","1948.923","1864.011"
"1","18","10","5","146","26","1.1","0.17","140.554","30.144","436.734","405.405"
"1","18","11","6","159","26","1.1","0.17","154.297","30.544","478.666","445.851"
"1","18","12","9","159","27","1","0.17","157.379","31.752","485.956","452.882"
"1","18","13","32","375","27","1","0.17","382.521","38.559","1185.226","1127.375"
"1","18","14","24","336","26","0.9","0.17","332.275","36.315","1040.126","987.416"
"1","18","15","24","267","26","0.7","0.17","262.966","34.634","830.763","785.471"
"1","18","16","37","212","25","0.6","0.17","210.99","32.147","676.932","637.091"
"1","18","17","16","113","24","0.5","0.17","106.028","27.704","340.346","312.432"
"1","18","18","0","20","23","0.5","0.17","18.568","23.624","48.781","31.198"
"1","18","19","0","0","23","0.5","0.17","0","23","0","0"
"1","18","20","0","0","22","0.6","0.17","0","22","0","0"
"1","18","21","0","0","21","0.6","0.17","0","21","0","0"
"1","18","22","0","0","21","0.6","0.17","0","21","0","0"
"1","18","23","0","0","20","0.6","0.17","0","20","0","0"
"1","19","0","0","0","20","0.5","0.17","0","20","0","0"
"1","19","1","0","0","20","0.4","0.17","0","20","0","0"
"1","19","2","0","0","20","0.4","0.17","0","20","0","0"
"1","19","3","0","0","19","0.5","0.17","0","19","0","0"
"1","19","4","0","0","19","0.5","0.17","0","19","0","0"
"1","19","5","0","0","19","0.6","0.17","0","19","0","0"
"1","19","6","336","56","21","1","0.17","66.359","22.883","168.274","146.457"
"1","19","7","506","126","22","1.3","0.17","267.769","29.477","835.889","790.415"
"1","19","8","562","203","23","1.2","0.17","485.096","37.089","1575.063","1503.398"
"1","19","9","629","243","24","1.1","0.17","679.957","44.179","2130.036","2038.706"
"1","19","10","617","315","25","1","0.17","826.022","50.082","2505.31","2400.683"
"1","19","11","463","505","26","0.8","0.17","911.823","55.103","2684.128","2573.164"
"1","19","12","598","381","26","0.8","0.17","934.587","55.853","2748.982","2635.72"
"1","19","13","288","467","27","0.7","0.17","705.332","50.121","2119.058","2028.117"
"1","19","14","229","457","26","0.6","0.17","612.468","46.662","1871.061","1788.908"
"1","19","15","260","337","26","0.6","0.17","481.478","42.289","1508.233","1438.936"
"1","19","16","235","236","25","0.5","0.17","318.654","36.105","1018.085","966.156"
"1","19","17","197","124","24","0.4","0.17","150.117","29.316","457.824","425.747"
"1","19","18","49","27","23","0.4","0.17","23.063","23.798","61.144","43.123"
"1","19","19","0","0","23","0.3","0.17","0","23","0","0"
"1","19","20","0","0","22","0.2","0.17","0","22","0","0"
"1","19","21","0","0","22","0.2","0.17","0","22","0","0"
"1","19","22","0","0","22","0.2","0.17","0","22","0","0"
"1","19","23","0","0","21","0.3","0.17","0","21","0","0"
"1","20","0","0","0","21","0.4","0.17","0","21","0","0"
"1","20","1","0","0","20","0.5","0.17","0","20","0","0"
"1","20","2","0","0","20","0.5","0.17","0","20","0","0"
"1","20","3","0","0","19","0.6","0.17","0","19","0","0"
"1","20","4","0","0","19","0.6","0.17","0","19","0","0"
"1","20","5","0","0","19","0.5","0.17","0","19","0","0"
"1","20","6","213","63","21","0.6","0.17","65.841","23.144","182.655","160.329"
"1","20","7","352","154","23","0.9","0.17","246.092","30.617","773.256","730.002"
"1","20","8","382","261","24","1.2","0.17","442.805","36.847","1431.1","1364.536"
"1","20","9","441","321","25","1.4","0.17","618.29","42.063","1945.045","1860.27"
"1","20","10","598","320","26","1.5","0.17","816.044","47.988","2496.305","2391.997"
"1","20","11","447","506","26","1.5","0.17","898.704","50.162","2701.337","2589.764"
"1","20","12","581","382","26","1.4","0.17","920.543","51.339","2760.189","2646.53"
"1","20","13","339","447","26","1.2","0.17","733.384","47.145","2234.127","2139.109"
"1","20","14","261","452","26","1","0.17","633.966","45.221","1950.562","1865.592"
"1","20","15","305","327","25","0.8","0.17","501.601","41.068","1582.152","1510.236"
"1","20","16","0","99","24","0.6","0.17","92.062","27.119","292.148","265.942"
"1","20","17","0","50","23","0.4","0.17","46.451","24.675","146.776","125.721"
"1","20","18","0","8","22","0.3","0.17","7.408","22.264","18.649","2.134"
"1","20","19","0","0","22","0.4","0.17","0","22","0","0"
"1","20","20","0","0","21","0.6","0.17","0","21","0","0"
"1","20","21","0","0","21","0.7","0.17","0","21","0","0"
"1","20","22","0","0","21","0.8","0.17","0","21","0","0"
"1","20","23","0","0","20","0.8","0.17","0","20","0","0"
"1","21","0","0","0","20","0.8","0.17","0","20","0","0"
"1","21","1","0","0","19","0.7","0.17","0","19","0","0"
"1","21","2","0","0","19","0.8","0.17","0","19","0","0"
"1","21","3","0","0","18","0.7","0.17","0","18","0","0"
"1","21","4","0","0","18","0.7","0.17","0","18","0","0"
"1","21","5","0","0","19","1","0.17","0","19","0","0"
"1","21","6","393","53","21","1.4","0.17","67.264","22.711","164.951","143.251"
"1","21","7","660","92","22","1.8","0.17","283.169","29.045","874.555","827.712"
"1","21","8","785","117","23","2","0.17","523.35","35.756","1718.725","1641.969"
"1","21","9","856","133","24","2.1","0.17","737.627","41.57","2346.241","2247.25"
"1","21","10","902","141","25","2","0.17","901.271","46.863","2784.083","2669.577"
"1","21","11","933","139","26","2","0.17","1000.505","50.249","3033.229","2909.896"
"1","21","12","973","115","26","2","0.17","1032.988","51.035","3119.141","2992.764"
"1","21","13","971","110","27","2.1","0.17","984.678","50.403","2989.314","2867.537"
"1","21","14","951","103","27","2","0.17","860.24","47.887","2656.033","2546.065"
"1","21","15","908","94","27","1.9","0.17","672.354","43.701","2130.848","2039.49"
"1","21","16","830","81","26","1.6","0.17","439.772","37.612","1406.481","1340.789"
"1","21","17","670","63","24","1.2","0.17","192.804","29.316","528.474","493.894"
"1","21","18","269","25","22","0.9","0.17","19.347","22.581","50.947","33.288"
"1","21","19","0","0","22","0.9","0.17","0","22","0","0"
"1","21","20","0","0","21","0.9","0.17","0","21","0","0"
"1","21","21","0","0","21","0.9","0.17","0","21","0","0"
"1","21","22","0","0","21","1","0.17","0","21","0","0"
"1","21","23","0","0","20","1.1","0.17","0","20","0","0"
"1","22","0","0","0","20","1.2","0.17","0","20","0","0"
"1","22","1","0","0","20","1.1","0.17","0","20","0","0"
"1","22","2","0","0","19","1.1","0.17","0","19","0","0"
"1","22","3","0","0","19","1.1","0.17","0","19","0","0"
"1","22","4","0","0","19","1.2","0.17","0","19","0","0"
"1","22","5","0","0","19","1.7","0.17","0","19","0","0"
"1","22","6","237","60","21","2.4","0.17","62.982","22.35","171.17","149.25"
"1","22","7","387","145","22","2.9","0.17","248.434","27.051","789.006","745.194"
"1","22","8","414","251","23","3","0.17","450.373","32.11","1485.434","1416.945"
"1","22","9","500","288","24","2.7","0.17","630.299","37.392","2024.214","1936.634"
"1","22","10","545","322","25","2.4","0.17","774.196","42.343","2423.006","2321.295"
"1","22","11","419","485","26","2.1","0.17","854.608","46.241","2611.826","2503.424"
"1","22","12","548","368","26","1.9","0.17","878.432","47.682","2675.417","2564.762"
"1","22","13","604","349","26","1.8","0.17","885.741","48.339","2696.962","2585.544"
"1","22","14","512","379","26","1.7","0.17","772.254","45.912","2383.391","2283.084"
"1","22","15","636","209","26","1.6","0.17","608.834","42.1","1931.196","1846.912"
"1","22","16","204","238","25","1.5","0.17","308.534","33.333","996.819","945.644"
"1","22","17","177","125","24","1.1","0.17","148.418","28.354","457.454","425.39"
"1","22","18","61","26","22","0.8","0.17","21.179","22.653","55.892","38.057"
"1","22","19","0","0","21","0.8","0.17","0","21","0","0"
"1","22","20","0","0","21","0.9","0.17","0","21","0","0"
"1","22","21","0","0","20","0.8","0.17","0","20","0","0"
"1","22","22","0","0","20","0.8","0.17","0","20","0","0"
"1","22","23","0","0","20","0.8","0.17","0","20","0","0"
"1","23","0","0","0","19","0.9","0.17","0","19","0","0"
"1","23","1","0","0","19","1","0.17","0","19","0","0"
"1","23","2","0","0","19","1.1","0.17","0","19","0","0"
"1","23","3","0","0","18","1.2","0.17","0","18","0","0"
"1","23","4","0","0","18","1.4","0.17","0","18","0","0"
"1","23","5","0","0","18","1.8","0.17","0","18","0","0"
"1","23","6","481","44","20","2.5","0.17","63.012","21.235","141.904","121.021"
"1","23","7","758","70","22","2.8","0.17","292.457","27.993","899.999","852.254"
"1","23","8","881","82","24","2.6","0.17","540.189","35.747","1778.347","1699.478"
"1","23","9","951","85","25","2.3","0.17","758.609","42.389","2409.351","2308.124"
"1","23","10","983","90","26","2","0.17","923.303","48.407","2837.388","2720.994"
"1","23","11","997","94","27","1.8","0.17","1020.343","52.781","3062.972","2938.585"
"1","23","12","998","96","28","1.6","0.17","1041.931","55.48","3088.285","2963.001"
"1","23","13","987","95","28","1.5","0.17","988.187","54.663","2947.308","2827.019"
"1","23","14","962","92","28","1.5","0.17","861.858","51.284","2624.203","2515.363"
"1","23","15","910","89","27","1.4","0.17","672.026","45.616","2113.371","2022.632"
"1","23","16","735","107","26","1.2","0.17","424.478","38.295","1354.369","1290.524"
"1","23","17","585","76","25","0.9","0.17","189.347","30.671","527.833","493.276"
"1","23","18","252","24","23","0.7","0.17","18.435","23.583","47.898","30.347"
"1","23","19","0","0","22","0.7","0.17","0","22","0","0"
"1","23","20","0","0","21","0.7","0.17","0","21","0","0"
"1","23","21","0","0","21","0.7","0.17","0","21","0","0"
"1","23","22","0","0","21","0.8","0.17","0","21","0","0"
"1","23","23","0","0","21","0.7","0.17","0","21","0","0"
"1","24","0","0","0","20","0.6","0.17","0","20","0","0"
"1","24","1","0","0","20","0.6","0.17","0","20","0","0"
"1","24","2","0","0","20","0.6","0.17","0","20","0","0"
"1","24","3","0","0","19","0.6","0.17","0","19","0","0"
"1","24","4","0","0","19","0.6","0.17","0","19","0","0"
"1","24","5","0","0","19","1","0.17","0","19","0","0"
"1","24","6","352","54","20","1.6","0.17","63.707","21.563","160.423","138.884"
"1","24","7","642","96","22","1.9","0.17","280.457","28.835","867.238","820.654"
"1","24","8","789","117","23","1.9","0.17","525.153","36.065","1723.211","1646.297"
"1","24","9","870","129","24","1.5","0.17","744.62","44.135","2344.735","2245.797"
"1","24","10","918","135","26","1.1","0.17","911.38","53.035","2744.013","2630.927"
"1","24","11","942","138","27","0.7","0.17","1011.24","60.26","2936.804","2816.887"
"1","24","12","980","114","27","0.5","0.17","1042.969","63.296","2986.327","2864.655"
"1","24","13","970","111","28","0.5","0.17","989.508","62.453","2851.609","2734.711"
"1","24","14","943","107","28","0.6","0.17","862.619","57.224","2559.455","2452.909"
"1","24","15","896","97","27","0.7","0.17","672.244","49.2","2082.002","1992.374"
"1","24","16","807","86","27","0.7","0.17","438.576","41.449","1382.888","1318.033"
"1","24","17","641","66","26","0.6","0.17","192.499","32.228","526.715","492.197"
"1","24","18","241","25","24","0.6","0.17","19.417","24.631","50.11","32.48"
"1","24","19","0","0","22","0.5","0.17","0","22","0","0"
"1","24","20","0","0","22","0.4","0.17","0","22","0","0"
"1","24","21","0","0","22","0.5","0.17","0","22","0","0"
"1","24","22","0","0","21","0.6","0.17","0","21","0","0"
"1","24","23","0","0","21","0.8","0.17","0","21","0","0"
"1","25","0","0","0","21","1.2","0.17","0","21","0","0"
"1","25","1","0","0","20","1.6","0.17","0","20","0","0"
"1","25","2","0","0","20","1.6","0.17","0","20","0","0"
"1","25","3","0","0","19","1.5","0.17","0","19","0","0"
"1","25","4","0","0","19","1.3","0.17","0","19","0","0"
"1","25","5","0","0","19","1.7","0.17","0","19","0","0"
"1","25","6","383","50","20","2.3","0.17","62.54","21.316","153.332","132.045"
"1","25","7","663","90","22","2.5","0.17","280.802","28.084","868.819","822.179"
"1","25","8","793","114","24","2.4","0.17","524.37","35.825","1722.688","1645.792"
"1","25","9","891","116","25","2","0.17","746.334","43.142","2360.965","2261.452"
"1","25","10","928","126","26","1.6","0.17","912.258","50.083","2781.784","2667.36"
"1","25","11","944","133","27","1.2","0.17","1009.657","56.2","2984.873","2863.253"
"1","25","12","944","137","28","1.1","0.17","1031.182","58.553","3013.9","2891.251"
"1","25","13","16","211","28","1.1","0.17","214.023","34.307","662.9","623.557"
"1","25","14","9","191","27","1.2","0.17","185.524","32.341","578.91","542.543"
"1","25","15","3","156","26","1.3","0.17","147.188","30.147","463.422","431.146"
"1","25","16","743","108","25","1.2","0.17","431.399","37.498","1382.756","1317.905"
"1","25","17","564","80","24","1.1","0.17","190.379","29.434","538.056","503.137"
"1","25","18","170","28","22","1","0.17","21.482","22.626","56.007","38.168"
"1","25","19","0","0","22","1","0.17","0","22","0","0"
"1","25","20","0","0","21","1.1","0.17","0","21","0","0"
"1","25","21","0","0","20","1","0.17","0","20","0","0"
"1","25","22","0","0","20","0.9","0.17","0","20","0","0"
"1","25","23","0","0","20","1.1","0.17","0","20","0","0"
"1","26","0","0","0","19","1.4","0.17","0","19","0","0"
"1","26","1","0","0","19","1.3","0.17","0","19","0","0"
"1","26","2","0","0","18","1","0.17","0","18","0","0"
"1","26","3","0","0","17","0.9","0.17","0","17","0","0"
"1","26","4","0","0","17","0.9","0.17","0","17","0","0"
"1","26","5","0","0","18","1.4","0.17","0","18","0","0"
"1","26","6","494","42","20","1.9","0.17","60.622","21.326","134.085","113.48"
"1","26","7","777","68","22","2.3","0.17","295.048","28.619","904.134","856.242"
"1","26","8","902","80","24","2.4","0.17","548.982","36.387","1803.911","1724.137"
"1","26","9","966","88","26","2.3","0.17","773.194","43.724","2442.625","2340.219"
"1","26","10","1000","93","27","2.2","0.17","942.989","48.995","2890.207","2771.941"
"1","26","11","1015","96","28","2","0.17","1042.565","53.277","3121.916","2995.44"
"1","26","12","1008","103","28","1.9","0.17","1062.423","54.283","3163.512","3035.562"
"1","26","13","995","103","28","1.7","0.17","1007.931","54.022","3012.888","2890.276"
"1","26","14","965","100","28","1.5","0.17","876.904","51.689","2664.509","2554.241"
"1","26","15","913","95","27","1.2","0.17","684.31","46.871","2140.586","2048.883"
"1","26","16","829","83","26","1.1","0.17","447.94","39.301","1427.076","1360.655"
"1","26","17","673","62","24","0.9","0.17","198.791","29.927","549.031","513.722"
"1","26","18","280","24","22","0.8","0.17","18.534","22.568","47.673","30.129"
"1","26","19","0","0","21","0.8","0.17","0","21","0","0"
"1","26","20","0","0","21","0.9","0.17","0","21","0","0"
"1","26","21","0","0","20","1.1","0.17","0","20","0","0"
"1","26","22","0","0","20","1.2","0.17","0","20","0","0"
"1","26","23","0","0","19","1","0.17","0","19","0","0"
"1","27","0","0","0","18","0.9","0.17","0","18","0","0"
"1","27","1","0","0","18","0.9","0.17","0","18","0","0"
"1","27","2","0","0","18","0.9","0.17","0","18","0","0"
"1","27","3","0","0","17","0.9","0.17","0","17","0","0"
"1","27","4","0","0","17","0.8","0.17","0","17","0","0"
"1","27","5","0","0","18","1.1","0.17","0","18","0","0"
"1","27","6","470","42","20","1.6","0.17","59.013","21.385","132.122","111.586"
"1","27","7","754","70","23","1.9","0.17","289.864","30.042","883.486","836.326"
"1","27","8","881","85","25","2.1","0.17","542.875","37.977","1771.975","1693.333"
